,Temperature,Humidity,GasLevels,TimeOfDay,FoodType,StorageDuration,Spoiled
661,18.68465825,74.64642399,82.2707455,Afternoon,Fruit,14,NotSpoiled
662,27.26244546,78.64121331,97.86862135,Afternoon,Vegetable,9,NotSpoiled
663,25.48948073,54.93536834,101.3466026,Afternoon,Fruit,14,NotSpoiled
664,22.75917319,69.97035249,95.8501018,Morning,Fruit,22,NotSpoiled
665,21.75331036,52.22956394,105.824317,Afternoon,Meat,7,NotSpoiled
666,24.88288447,71.29492836,119.0695912,Afternoon,Vegetable,28,NotSpoiled
667,30.39597364,49.16765498,115.9572788,Afternoon,Meat,12,Spoiled
668,14.97892142,63.18254476,96.5971867,Evening,Vegetable,10,NotSpoiled
669,26.8843826,63.88934086,104.5735674,Evening,Vegetable,2,NotSpoiled
670,22.27144013,62.9115018,82.5979482,Evening,Meat,13,NotSpoiled
671,15.57707078,84.51528017,126.4443864,Evening,Meat,20,NotSpoiled
672,15.27148458,75.3551057,103.6301103,Afternoon,Fruit,16,NotSpoiled
673,20.43608253,66.0043114,51.21181513,Evening,Vegetable,19,NotSpoiled
674,26.09754778,60.66922159,93.05175384,Morning,Meat,5,NotSpoiled
675,26.96531467,67.61223683,81.86029243,Evening,Fruit,3,NotSpoiled
676,20.30509214,59.70887032,119.763014,Afternoon,Vegetable,28,NotSpoiled
677,30.08510496,79.73080004,88.11202448,Afternoon,Vegetable,28,Spoiled
678,32.11491748,89.96766002,86.44613437,Afternoon,Fruit,24,Spoiled
679,26.98043292,80.53199898,89.89063727,Morning,Vegetable,5,NotSpoiled
680,22.04298666,73.31690346,64.87958071,Afternoon,Fruit,25,NotSpoiled
681,30.62209592,68.34371217,70.73349111,Evening,Fruit,27,Spoiled
682,28.77697848,65.94893711,110.646314,Morning,Vegetable,16,NotSpoiled
683,29.33703706,87.45284573,83.99944425,Evening,Fruit,10,NotSpoiled
684,21.71768163,64.24064392,123.3666157,Afternoon,Vegetable,7,NotSpoiled
685,10.82722747,85.61098557,79.10464681,Afternoon,Vegetable,9,NotSpoiled
686,35.58395511,58.68460758,101.2714153,Evening,Vegetable,22,Spoiled
687,16.94560798,67.03768346,93.28635204,Morning,Meat,19,NotSpoiled
688,24.82115964,52.85943407,77.04704589,Afternoon,Meat,18,NotSpoiled
689,36.90372676,71.59234201,102.8596054,Afternoon,Vegetable,9,Spoiled
690,26.65288378,57.36272378,87.03454899,Evening,Vegetable,13,NotSpoiled
691,29.74623237,86.65049407,100.1445167,Afternoon,Meat,3,NotSpoiled
692,17.48801715,74.12272272,108.7184437,Evening,Meat,9,NotSpoiled
693,16.11166523,75.37396747,82.24295207,Morning,Meat,3,NotSpoiled
694,22.33648604,72.82678449,149.3079299,Afternoon,Meat,17,NotSpoiled
695,30.45374867,59.07459186,88.26884558,Evening,Vegetable,9,Spoiled
696,23.26875276,71.24118288,115.7496726,Morning,Vegetable,12,NotSpoiled
697,21.02681839,88.37080688,98.45562717,Evening,Meat,11,NotSpoiled
698,25.98983645,70.08554926,101.8133313,Morning,Fruit,13,NotSpoiled
699,30.40967609,59.82983798,103.4826504,Evening,Vegetable,19,Spoiled
700,17.775299,51.47657343,85.70111125,Morning,Fruit,22,NotSpoiled
701,18.94728503,62.8667301,99.13095575,Evening,Vegetable,20,NotSpoiled
702,21.05665373,52.37771102,100.4795348,Evening,Fruit,26,NotSpoiled
703,30.47319187,78.30517369,103.3484739,Afternoon,Meat,5,Spoiled
704,26.17410763,77.81167266,92.35941264,Afternoon,Meat,21,NotSpoiled
705,35.66076705,61.24318173,99.34771668,Evening,Vegetable,2,Spoiled
706,29.68222863,76.13981308,74.3670177,Morning,Fruit,6,NotSpoiled
707,24.82452412,64.23545347,94.20548768,Afternoon,Meat,3,NotSpoiled
708,31.32538919,69.54385717,88.1061004,Morning,Meat,3,Spoiled
709,26.05748506,73.71955552,100.8611375,Afternoon,Meat,13,NotSpoiled
710,21.47539324,65.56039991,107.4990136,Morning,Fruit,22,NotSpoiled
711,28.39987422,74.18203349,100.242365,Morning,Vegetable,12,NotSpoiled
712,21.51836673,53.1427195,135.269657,Evening,Meat,8,NotSpoiled
713,23.5480145,71.17474988,72.97905249,Afternoon,Vegetable,18,NotSpoiled
714,31.63891348,69.65047978,123.7630043,Afternoon,Vegetable,19,Spoiled
715,24.49359257,49.53606864,109.8303401,Afternoon,Meat,17,NotSpoiled
716,20.98429306,51.90309807,100.01868,Morning,Vegetable,18,NotSpoiled
717,22.67831154,51.40476394,62.17281706,Morning,Vegetable,16,NotSpoiled
718,30.10895293,74.14306834,109.0730892,Afternoon,Vegetable,22,Spoiled
719,22.23729663,71.23959627,92.55327568,Evening,Meat,21,NotSpoiled
720,23.06564577,72.73957577,104.6252141,Evening,Fruit,13,NotSpoiled
721,22.4485363,56.73621507,71.72613207,Evening,Vegetable,15,NotSpoiled
722,25.91962747,81.38973811,88.31898905,Evening,Meat,21,NotSpoiled
723,23.0725512,79.8284122,97.87114936,Morning,Meat,2,NotSpoiled
724,16.99081976,62.33036965,127.5240542,Evening,Meat,10,NotSpoiled
725,20.56409529,81.76060276,91.49762727,Evening,Vegetable,9,NotSpoiled
726,20.33605479,67.49077603,61.84836291,Evening,Vegetable,18,NotSpoiled
727,31.21659692,52.23794976,105.6547411,Morning,Vegetable,25,Spoiled
728,29.06337021,53.67305234,129.9050762,Morning,Meat,26,NotSpoiled
729,27.9362969,77.33723488,94.04803605,Morning,Meat,3,NotSpoiled
730,22.47320841,68.95951189,85.07771978,Evening,Meat,4,NotSpoiled
731,20.92104229,78.81224946,106.448878,Evening,Vegetable,19,NotSpoiled
732,22.46241199,69.11626875,71.83462814,Afternoon,Meat,28,NotSpoiled
733,19.74059949,72.67670893,102.9208682,Morning,Meat,6,NotSpoiled
734,37.48600196,91.23526423,96.9024238,Morning,Fruit,13,Spoiled
735,13.77339176,83.96849088,94.84498492,Afternoon,Fruit,24,NotSpoiled
736,27.82004268,65.67172731,95.8447148,Afternoon,Vegetable,25,NotSpoiled
737,18.57723851,73.74968725,86.50531958,Evening,Vegetable,2,NotSpoiled
738,24.47828254,74.94445443,89.67655105,Morning,Fruit,17,NotSpoiled
739,20.05999029,77.61391167,85.14471205,Evening,Vegetable,3,NotSpoiled
740,19.11185519,70.71008805,105.3221075,Evening,Meat,13,NotSpoiled
741,19.2990185,65.0646815,101.391177,Morning,Meat,11,NotSpoiled
742,33.77493077,69.96377183,90.27919576,Afternoon,Meat,8,Spoiled
743,24.33505789,65.19712891,110.4897806,Morning,Meat,20,NotSpoiled
744,21.17148903,86.83367281,109.4614148,Morning,Meat,5,NotSpoiled
745,27.77893482,82.40726239,135.2468624,Morning,Fruit,12,NotSpoiled
746,25.05174657,67.96384981,117.9822462,Evening,Vegetable,12,NotSpoiled
747,28.6001688,74.28292261,99.63135401,Morning,Meat,1,NotSpoiled
748,15.87871672,68.34540736,78.99189568,Morning,Meat,1,NotSpoiled
749,26.51801952,81.93241136,105.103331,Morning,Meat,7,NotSpoiled
750,28.86347419,80.48880516,76.25815056,Afternoon,Meat,18,NotSpoiled
751,16.69200854,75.68610833,113.1871432,Evening,Vegetable,10,NotSpoiled
752,27.24097642,78.7126427,93.72714266,Evening,Vegetable,21,NotSpoiled
753,33.48090786,76.60570808,124.3539395,Afternoon,Meat,9,Spoiled
754,24.92571148,81.74061854,78.25068974,Afternoon,Fruit,17,NotSpoiled
755,29.10702969,75.31131373,98.96922115,Morning,Meat,7,NotSpoiled
756,28.35285225,71.51900529,104.122596,Morning,Vegetable,21,NotSpoiled
757,21.46247151,64.22774376,87.4694591,Afternoon,Vegetable,24,NotSpoiled
758,25.19883367,54.28249263,127.843336,Morning,Meat,21,NotSpoiled
759,17.16502645,69.72151619,156.51541,Morning,Vegetable,13,NotSpoiled
760,22.74348481,62.58944467,120.6711455,Morning,Vegetable,26,NotSpoiled
761,26.32843987,70.60009067,83.82704321,Morning,Vegetable,2,NotSpoiled
762,28.61550247,81.40488424,78.19744999,Evening,Fruit,10,NotSpoiled
763,25.12306063,71.72824675,93.78664825,Afternoon,Meat,5,NotSpoiled
764,28.59991865,65.84998329,96.73474299,Afternoon,Meat,29,NotSpoiled
765,19.48546894,61.46871375,90.79317374,Evening,Vegetable,2,NotSpoiled
766,24.49151363,55.69864793,73.31717681,Afternoon,Fruit,20,NotSpoiled
767,25.09639692,83.32805335,110.3090442,Evening,Fruit,15,NotSpoiled
768,34.24795623,52.23308981,90.20109351,Morning,Fruit,3,Spoiled
769,23.92916672,60.65216974,106.0656752,Evening,Meat,17,NotSpoiled
770,22.50491681,46.86798066,149.0599279,Afternoon,Meat,16,NotSpoiled
771,25.10675612,66.83858424,62.52731322,Evening,Fruit,15,NotSpoiled
772,20.40443278,66.5771544,98.63782619,Morning,Meat,23,NotSpoiled
773,25.96376925,65.95705579,101.1445403,Morning,Fruit,25,NotSpoiled
774,23.17472392,69.368701,100.0884256,Afternoon,Meat,17,NotSpoiled
775,16.04336226,61.78734926,98.69281932,Afternoon,Fruit,12,NotSpoiled
776,24.70706724,60.8634436,104.6767212,Evening,Meat,15,NotSpoiled
777,23.41228453,88.17826413,77.2160028,Morning,Meat,21,NotSpoiled
778,16.83788349,66.65937052,99.79200262,Evening,Meat,11,NotSpoiled
779,24.66432923,79.07658625,89.58121207,Afternoon,Vegetable,9,NotSpoiled
780,32.44677981,61.63228957,78.2155758,Evening,Fruit,26,Spoiled
781,27.60651874,86.12728595,93.07593327,Afternoon,Fruit,15,NotSpoiled
782,28.05963596,85.14182131,63.09185563,Evening,Fruit,7,NotSpoiled
783,18.29251637,72.31018682,48.02155488,Afternoon,Vegetable,12,NotSpoiled
784,27.38449184,59.00468407,103.9644332,Morning,Meat,14,NotSpoiled
785,25.74224791,70.87001386,90.31639492,Afternoon,Meat,15,NotSpoiled
786,27.64522619,70.473045,104.1405755,Evening,Vegetable,28,NotSpoiled
787,27.11314311,72.39623914,115.0997415,Morning,Meat,1,NotSpoiled
788,18.20109637,60.21779384,127.1884052,Afternoon,Fruit,9,NotSpoiled
789,24.79299594,54.76999864,113.9214409,Evening,Vegetable,8,NotSpoiled
790,21.2106457,71.62363037,113.6440278,Evening,Vegetable,13,NotSpoiled
791,24.74957953,69.89708684,99.77571684,Afternoon,Fruit,29,NotSpoiled
792,20.51299537,70.02075022,126.8952079,Afternoon,Meat,2,NotSpoiled
793,31.56235184,80.26800579,83.37015201,Morning,Vegetable,19,Spoiled
794,20.70513806,55.24839517,91.84056365,Afternoon,Meat,13,NotSpoiled
795,20.50528922,80.10693716,73.38392227,Afternoon,Fruit,4,NotSpoiled
796,25.37293203,62.5677246,107.0519724,Afternoon,Fruit,15,NotSpoiled
797,19.61450465,66.04777934,89.24230501,Evening,Meat,3,NotSpoiled
798,22.87668349,61.74220637,107.8688886,Morning,Fruit,23,NotSpoiled
799,20.85017701,70.89619858,105.7303654,Morning,Vegetable,29,NotSpoiled
800,32.05586032,50.94182125,140.8507247,Evening,Vegetable,22,Spoiled
801,28.92901913,64.3191428,81.61077632,Afternoon,Vegetable,27,NotSpoiled
802,24.71265241,64.84243455,102.2934006,Evening,Fruit,19,NotSpoiled
803,23.04391474,82.63930202,97.25152593,Evening,Vegetable,3,NotSpoiled
804,29.70458807,71.50698144,127.3105385,Afternoon,Meat,10,NotSpoiled
805,27.0260204,76.95518311,94.76723305,Evening,Meat,27,NotSpoiled
806,27.49026202,70.05938814,74.27518178,Afternoon,Fruit,20,NotSpoiled
807,24.86903881,59.51099629,66.90685021,Evening,Meat,12,NotSpoiled
808,16.55884986,79.07204868,100.7446548,Morning,Fruit,4,NotSpoiled
809,24.43767009,61.54558658,125.406026,Evening,Fruit,13,NotSpoiled
810,22.3375504,64.73756659,97.13446777,Evening,Vegetable,10,NotSpoiled
811,28.22527637,71.82099779,115.9051043,Evening,Meat,7,NotSpoiled
812,30.05921216,79.45538789,98.55855049,Afternoon,Meat,17,Spoiled
813,21.71024478,67.98615457,85.15151989,Morning,Meat,16,NotSpoiled
814,27.34192617,85.10524732,124.5130789,Afternoon,Vegetable,22,NotSpoiled
815,33.67939499,64.28521585,55.89223786,Evening,Vegetable,2,Spoiled
816,21.6614364,76.65589287,89.38724754,Evening,Meat,27,NotSpoiled
817,33.4096087,70.03616301,103.3642875,Evening,Fruit,21,Spoiled
818,20.73707076,85.46671838,80.62307715,Afternoon,Meat,28,NotSpoiled
819,25.11479878,72.14406013,106.1930805,Afternoon,Vegetable,9,NotSpoiled
820,24.94427194,51.22687182,118.8021574,Evening,Meat,18,NotSpoiled
821,25.0574945,80.8833521,96.7321931,Evening,Vegetable,25,NotSpoiled
822,20.81160979,69.18451487,93.58235377,Evening,Meat,7,NotSpoiled
823,22.04408448,64.46938089,91.93138427,Evening,Meat,15,NotSpoiled
824,21.66139857,82.22964762,86.7186656,Morning,Meat,7,NotSpoiled
825,26.63481298,66.68691364,97.67425093,Afternoon,Meat,27,NotSpoiled
826,26.65017557,75.99986743,91.67191028,Evening,Fruit,12,NotSpoiled
827,36.12972166,62.31616681,95.78750891,Morning,Fruit,29,Spoiled
828,31.85494503,61.63869873,152.2360005,Morning,Fruit,24,Spoiled
829,22.45078379,88.10581761,83.65807768,Morning,Meat,16,NotSpoiled
830,26.62434808,62.12967263,104.5938691,Morning,Fruit,13,NotSpoiled
831,29.9855899,64.15229064,102.7057277,Afternoon,Fruit,17,NotSpoiled
832,25.15300912,52.91679208,140.3061894,Afternoon,Vegetable,8,NotSpoiled
833,24.65179211,86.29982244,80.32810417,Afternoon,Vegetable,16,NotSpoiled
834,25.25787471,73.97998323,99.2032024,Evening,Meat,24,NotSpoiled
835,29.33638314,72.37779633,85.80028795,Evening,Fruit,14,NotSpoiled
836,20.75839739,79.75138411,105.0380719,Afternoon,Meat,5,NotSpoiled
837,23.37165266,56.70663431,120.2010211,Afternoon,Vegetable,17,NotSpoiled
838,27.35216572,64.58953218,85.06010518,Evening,Vegetable,26,NotSpoiled
839,26.55723536,69.08562269,95.45720071,Afternoon,Fruit,26,NotSpoiled
840,26.1979138,54.51528949,116.8493454,Afternoon,Fruit,6,NotSpoiled
841,23.15099417,83.11427126,99.94309332,Afternoon,Vegetable,18,NotSpoiled
842,29.86267895,69.8157095,101.1463853,Afternoon,Meat,19,NotSpoiled
843,35.66934124,66.76711364,84.17690443,Evening,Vegetable,14,Spoiled
844,27.03207747,72.3622549,130.2301494,Morning,Fruit,23,NotSpoiled
845,24.03411649,62.47417716,91.4159217,Morning,Fruit,23,NotSpoiled
846,28.77870144,70.45113004,94.37019743,Morning,Fruit,28,NotSpoiled
847,22.30433682,104.2753855,94.02698985,Morning,Fruit,3,NotSpoiled
848,21.25154828,76.0468203,119.4272577,Evening,Meat,6,NotSpoiled
849,25.16404374,86.6831106,123.3186829,Evening,Fruit,15,NotSpoiled
850,12.08601684,66.44916878,96.30988558,Afternoon,Fruit,27,NotSpoiled
851,19.23024818,62.4843101,100.1317037,Evening,Fruit,10,NotSpoiled
852,23.26019072,73.09703589,110.1309657,Morning,Meat,9,NotSpoiled
853,18.23305571,56.58295057,103.9156558,Morning,Vegetable,19,NotSpoiled
854,19.83678449,46.93042235,115.7043195,Morning,Vegetable,2,NotSpoiled
855,22.81625831,77.31592505,121.9850164,Afternoon,Fruit,28,NotSpoiled
856,16.78517353,76.41338145,87.23682423,Afternoon,Meat,4,NotSpoiled
857,22.96964102,78.33851222,95.48377829,Evening,Meat,13,NotSpoiled
858,22.32364918,70.28169873,98.96218254,Morning,Meat,11,NotSpoiled
859,25.12702604,89.783727,90.1792824,Afternoon,Vegetable,14,NotSpoiled
860,30.77092015,69.12671813,55.0801996,Evening,Vegetable,13,Spoiled
861,25.86252208,64.46035259,84.02978259,Evening,Fruit,7,NotSpoiled
862,25.10531011,39.93501285,83.81212569,Morning,Vegetable,16,NotSpoiled
863,25.49727229,69.52834132,104.8086267,Evening,Meat,17,NotSpoiled
864,26.13696388,78.31877785,108.7539156,Afternoon,Fruit,20,NotSpoiled
865,19.91630676,70.06861199,106.0432686,Afternoon,Meat,21,NotSpoiled
866,24.42612338,81.24221734,105.5362405,Afternoon,Fruit,9,NotSpoiled
867,26.54375621,92.94881166,81.75377903,Morning,Meat,16,NotSpoiled
868,18.14620009,68.26649792,70.7271255,Morning,Vegetable,18,NotSpoiled
869,29.32826461,82.3125356,116.0221999,Afternoon,Meat,3,NotSpoiled
870,30.40688017,54.14147425,70.44806179,Evening,Fruit,25,Spoiled
871,21.84312006,80.31319104,139.2057245,Evening,Vegetable,15,NotSpoiled
872,23.79331104,70.6349048,105.8399672,Morning,Vegetable,13,NotSpoiled
873,20.60904829,67.78609502,102.2980577,Morning,Vegetable,9,NotSpoiled
874,28.49690242,68.3660108,107.7859038,Evening,Vegetable,25,NotSpoiled
875,19.69388856,68.43696532,90.76299519,Morning,Meat,20,NotSpoiled
876,23.88761495,66.91197091,114.4404193,Morning,Fruit,14,NotSpoiled
877,20.70540046,71.9867297,97.33247982,Evening,Fruit,10,NotSpoiled
878,25.25477139,68.25707866,83.24109657,Morning,Vegetable,7,NotSpoiled
879,16.02885364,58.44207521,108.8816793,Afternoon,Meat,19,NotSpoiled
880,31.63230821,74.17053889,154.4714698,Morning,Vegetable,10,Spoiled
881,20.17696788,63.92132052,77.68349754,Morning,Meat,10,NotSpoiled
882,25.29947342,80.47986615,95.444911,Evening,Vegetable,15,NotSpoiled
883,23.93738478,69.66173033,126.6342597,Afternoon,Meat,4,NotSpoiled
884,21.18942744,71.27023953,90.15708358,Evening,Vegetable,3,NotSpoiled
885,20.56109932,49.50768087,127.1809215,Morning,Meat,26,NotSpoiled
886,29.68199272,57.43319872,121.6954532,Afternoon,Vegetable,9,NotSpoiled
887,22.37179703,79.39614394,100.3123204,Evening,Meat,24,NotSpoiled
888,26.35585092,62.66183274,96.53143499,Morning,Fruit,23,NotSpoiled
889,20.99251557,64.67562341,118.8056808,Morning,Meat,5,NotSpoiled
890,21.76409284,67.22060033,84.45071491,Evening,Meat,13,NotSpoiled
891,27.36123575,83.63742593,115.2179298,Afternoon,Meat,3,NotSpoiled
892,29.65204248,73.74137998,128.0350522,Afternoon,Fruit,29,NotSpoiled
893,24.12341799,83.10264603,124.6330667,Morning,Fruit,17,NotSpoiled
894,17.89040064,67.32252202,120.0231624,Afternoon,Vegetable,14,NotSpoiled
895,34.9897804,72.13176264,80.43896856,Morning,Meat,5,Spoiled
896,20.71725346,57.96756545,113.5591204,Afternoon,Vegetable,12,NotSpoiled
897,17.292063,81.78031235,98.61071857,Morning,Vegetable,11,NotSpoiled
898,37.97212294,71.08648204,78.85277934,Morning,Vegetable,16,Spoiled
899,22.97983853,70.44129099,97.19758091,Morning,Meat,11,NotSpoiled
900,17.69133656,73.38315539,71.33009552,Morning,Fruit,5,NotSpoiled
901,21.58280117,84.46792074,96.41837568,Morning,Meat,7,NotSpoiled
902,26.83772448,67.85504894,97.53914729,Evening,Fruit,12,NotSpoiled
903,25.95155779,86.63038958,110.7639076,Afternoon,Fruit,22,NotSpoiled
904,20.74135401,61.48477416,121.3095619,Evening,Fruit,4,NotSpoiled
905,34.113618,74.22184608,71.97359664,Afternoon,Meat,13,Spoiled
906,22.39210161,90.09218561,73.44792539,Morning,Fruit,19,NotSpoiled
907,19.07656705,65.10185269,59.07368224,Afternoon,Meat,18,NotSpoiled
908,29.80346699,72.45255853,116.7706723,Evening,Meat,27,NotSpoiled
909,31.64531423,78.77505063,86.26137893,Morning,Fruit,7,Spoiled
910,20.91253451,68.62100301,88.75973609,Evening,Vegetable,21,NotSpoiled
911,17.99326353,54.99646724,99.11423379,Evening,Meat,18,NotSpoiled
912,30.15219134,59.44040641,99.90526475,Afternoon,Vegetable,14,Spoiled
913,14.76338193,75.80932589,113.6837184,Evening,Fruit,18,NotSpoiled
914,18.8668917,78.9151532,56.79458242,Evening,Fruit,1,NotSpoiled
915,29.83723075,77.84555334,96.05281371,Morning,Vegetable,19,NotSpoiled
916,24.72323726,81.46432014,75.34934667,Evening,Vegetable,5,NotSpoiled
917,23.68031326,70.71985195,133.8367928,Morning,Vegetable,4,NotSpoiled
918,26.76408303,72.08233171,110.6257557,Evening,Fruit,23,NotSpoiled
919,24.23612788,54.81131341,107.0393768,Afternoon,Vegetable,20,NotSpoiled
920,18.50656639,73.17328954,143.441842,Afternoon,Vegetable,4,NotSpoiled
921,31.38037673,76.12680785,97.07586177,Morning,Fruit,8,Spoiled
922,31.62507026,64.16788705,117.9239,Afternoon,Fruit,21,Spoiled
923,26.02666282,76.44001699,70.77597508,Evening,Vegetable,28,NotSpoiled
924,25.22567008,51.84111155,104.0282397,Evening,Fruit,22,NotSpoiled
925,36.69812403,77.51099598,145.4931201,Afternoon,Fruit,8,Spoiled
926,23.61783577,73.00284324,109.9602168,Afternoon,Meat,27,NotSpoiled
927,23.70211509,91.10608534,84.96290001,Evening,Meat,22,NotSpoiled
928,26.82240625,84.13085537,80.48807922,Afternoon,Fruit,19,NotSpoiled
929,32.35660978,85.06980359,68.5226729,Evening,Fruit,24,Spoiled
930,32.96385377,78.17397096,108.8727496,Afternoon,Vegetable,19,Spoiled
931,23.70713684,76.46615614,117.2210332,Evening,Fruit,16,NotSpoiled
932,26.54165623,58.18368685,102.5421234,Morning,Vegetable,26,NotSpoiled
933,18.10958266,66.649087,83.77306692,Afternoon,Meat,23,NotSpoiled
934,23.44011946,88.26728471,104.8364107,Evening,Meat,15,NotSpoiled
935,20.79854802,55.43835551,86.26514379,Morning,Meat,1,NotSpoiled
936,19.96584124,65.49718165,124.4146941,Morning,Fruit,25,NotSpoiled
937,33.40788358,55.80765919,91.78261936,Afternoon,Vegetable,29,Spoiled
938,21.03856669,84.50951814,82.34461916,Evening,Fruit,5,NotSpoiled
939,22.34197046,64.34218671,89.08743021,Evening,Fruit,17,NotSpoiled
940,26.82924394,85.44534366,107.7360028,Evening,Meat,10,NotSpoiled
941,31.48912633,65.86237506,75.39017451,Morning,Meat,4,Spoiled
942,27.40557563,64.9586792,113.3405862,Evening,Vegetable,19,NotSpoiled
943,38.79677557,82.78529189,94.5747774,Evening,Fruit,5,Spoiled
944,24.62666011,79.38831726,101.6364034,Evening,Vegetable,24,NotSpoiled
945,26.2935822,42.83719691,97.40068288,Morning,Vegetable,24,NotSpoiled
946,26.37800337,74.5114079,145.2811768,Afternoon,Meat,23,NotSpoiled
947,32.17524693,76.00166878,96.60989265,Afternoon,Vegetable,19,Spoiled
948,27.53619476,72.09806931,116.9045085,Morning,Vegetable,26,NotSpoiled
949,24.4188515,63.42341996,149.0645799,Morning,Meat,9,NotSpoiled
950,20.26255703,70.28408445,108.515046,Afternoon,Meat,29,NotSpoiled
951,26.22221728,66.01938519,136.9519172,Evening,Vegetable,14,NotSpoiled
952,32.00672416,72.11323028,101.9490951,Evening,Vegetable,16,Spoiled
953,22.94809103,67.97605737,115.9341327,Afternoon,Meat,19,NotSpoiled
954,27.64471809,63.78071842,88.22583847,Evening,Vegetable,9,NotSpoiled
955,26.23073894,71.63770446,77.75642145,Morning,Fruit,20,NotSpoiled
956,29.31759829,78.0243891,80.62457919,Evening,Fruit,28,NotSpoiled
957,20.9762313,72.89005892,99.51689776,Afternoon,Vegetable,29,NotSpoiled
958,36.73323515,64.4635761,105.7147681,Evening,Vegetable,4,Spoiled
959,18.60419446,73.3625402,77.66193746,Morning,Fruit,1,NotSpoiled
960,23.17224455,80.69792392,72.4328734,Afternoon,Meat,18,NotSpoiled
961,29.6904627,85.95404169,62.46543759,Evening,Meat,14,NotSpoiled
962,26.48366586,82.07552584,142.5341832,Evening,Meat,16,NotSpoiled
963,29.1499308,75.37380193,102.1518643,Afternoon,Fruit,14,NotSpoiled
964,22.51948833,59.90875969,57.09463651,Evening,Vegetable,10,NotSpoiled
965,24.62597509,56.34447273,99.81817874,Evening,Meat,13,NotSpoiled
966,25.06115992,67.97618786,96.81458319,Afternoon,Meat,9,NotSpoiled
967,32.84629807,55.90815218,72.45653065,Evening,Meat,27,Spoiled
968,28.45214512,62.15215271,123.1862309,Morning,Fruit,20,NotSpoiled
969,28.98336054,68.29877695,90.85275084,Morning,Meat,5,NotSpoiled
970,21.71036954,65.15789578,100.8258652,Morning,Vegetable,14,NotSpoiled
971,29.84441319,66.72081944,94.31375347,Evening,Vegetable,12,NotSpoiled
972,26.12790832,56.71995373,100.9277083,Evening,Meat,26,NotSpoiled
973,31.94572658,72.3146676,120.3506588,Morning,Vegetable,9,Spoiled
974,35.07030077,79.96508051,112.1134131,Afternoon,Meat,1,Spoiled
975,23.46617112,64.51862532,90.96226345,Morning,Meat,11,NotSpoiled
976,22.96848435,77.25755344,131.5097632,Morning,Vegetable,25,NotSpoiled
977,20.67977504,96.62726714,130.8038618,Afternoon,Meat,6,NotSpoiled
978,24.28210244,69.0818897,70.73594802,Evening,Vegetable,1,NotSpoiled
979,23.08987276,76.51210008,77.70901023,Morning,Vegetable,14,NotSpoiled
980,26.797522,71.9677009,87.77671543,Morning,Meat,24,NotSpoiled
981,24.27716592,79.69623729,130.5016845,Morning,Fruit,11,NotSpoiled
982,23.1920036,52.81350123,96.34573598,Morning,Fruit,28,NotSpoiled
983,30.32292568,59.43043232,88.56157336,Afternoon,Meat,29,Spoiled
984,20.31059884,71.43463928,99.32012601,Morning,Meat,5,NotSpoiled
985,27.16553977,78.86962566,95.51714465,Morning,Fruit,16,NotSpoiled
986,22.97029136,71.30524026,96.88042689,Afternoon,Vegetable,19,NotSpoiled
987,28.62184252,53.35426749,78.60725099,Afternoon,Fruit,22,NotSpoiled
988,31.92630773,61.76386724,84.13682508,Afternoon,Vegetable,6,Spoiled
989,23.48450873,62.05293882,94.65677636,Afternoon,Vegetable,1,NotSpoiled
990,27.20516454,73.88991945,127.6315152,Evening,Meat,18,NotSpoiled
991,25.89396433,62.3796104,125.7832259,Evening,Meat,25,NotSpoiled
992,21.002888,63.19192895,118.3137343,Evening,Fruit,10,NotSpoiled
993,26.20393755,80.84747577,107.2665239,Morning,Fruit,19,NotSpoiled
994,26.44560253,83.35316277,47.76248848,Afternoon,Fruit,25,NotSpoiled
995,27.0643541,65.86725195,135.6073472,Morning,Fruit,20,NotSpoiled
996,24.00800552,74.24902672,122.3602436,Afternoon,Meat,17,NotSpoiled
997,25.4709615,51.18516201,92.6136128,Evening,Meat,1,NotSpoiled
998,19.26194528,71.98327059,87.03233257,Evening,Fruit,7,NotSpoiled
999,23.20942962,81.8997805,103.7214405,Afternoon,Vegetable,10,NotSpoiled
1000,27.7798134,75.26781705,100.894201,Afternoon,Vegetable,27,NotSpoiled
1001,29.46236944,71.01060844,86.1465323,Afternoon,Fruit,13,NotSpoiled
1002,22.88842588,66.11357027,129.8796105,Morning,Meat,27,NotSpoiled
1003,25.52357015,63.53207984,86.89893183,Evening,Vegetable,12,NotSpoiled
1004,26.14026663,68.20917595,104.9974242,Afternoon,Fruit,26,NotSpoiled
1005,26.00739973,54.48558862,75.91496997,Afternoon,Meat,23,NotSpoiled
1006,27.70386793,86.10458978,94.89421415,Morning,Fruit,13,NotSpoiled
1007,15.90961185,75.6421064,121.6453232,Morning,Fruit,3,NotSpoiled
1008,24.75337965,68.97562966,100.8513929,Evening,Vegetable,2,NotSpoiled
1009,26.19516801,63.80195225,88.26173338,Evening,Fruit,2,NotSpoiled
1010,19.99834826,69.2966038,61.03647715,Morning,Fruit,13,NotSpoiled
1011,33.36992854,77.97794942,93.18017316,Morning,Meat,23,Spoiled
1012,25.80779634,80.11447891,92.90692718,Afternoon,Vegetable,3,NotSpoiled
1013,32.81702373,60.9630907,114.6669185,Morning,Meat,29,Spoiled
1014,21.04738489,60.2647124,126.4443772,Afternoon,Fruit,22,NotSpoiled
1015,20.46349939,90.78229963,75.62858123,Morning,Fruit,11,NotSpoiled
